,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
398,"Theo Hobson : You might be excluded from a certain, sort of, church or so on","You might be excluded from a certain, sort of, church or so on",434814,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'you', 'might', 'be', 'exclude', 'from', 'a', 'certain', 'sort', 'of', 'church', 'or', 'so', 'on']",15,,,,,,,,,church,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
399,"Theo Hobson : you know, that’s up to God really","you know, that’s up to God really",434821,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'you', 'know', 'that', '’', 'up', 'to', 'god', 'really']",10,,,,,,,,,god,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
400,Kehinde Andrews : isn’t that the point of following the rule,that is the point of following the rule,434829,nodeset15929,0,1,0,1,0,0,Kehinde,"['kehinde', 'andrews', 'be', 'not', 'that', 'the', 'point', 'of', 'follow', 'the', 'rule']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
401,Kehinde Andrews : what’s the point of being a Christian if you don’t live up to the Christian values,what’s the point of being a Christian if you don’t live up to the Christian values,434834,nodeset15929,1,0,1,0,0,1,Kehinde,"['kehinde', 'andrews', 'what', '’', 'the', 'point', 'of', 'be', 'a', 'christian', 'if', 'you', 'do', 'not', 'live', 'up', 'to', 'the', 'christian', 'value']",20,,,,,,,,,christian,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402,Theo Hobson :  Well you can’t live up to them because as I said they’re perfectionists,Well you can’t live up to them because as I said they’re perfectionists,434841,nodeset15929,0,1,0,1,1,0,Theo,"['theo', 'hobson', 'well', 'you', 'can', 'not', 'live', 'up', 'to', 'they', 'because', 'as', 'I', 'say', 'they', '’', 're', 'perfectionist']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
403,"Theo Hobson : You’ve got to be like God, you’ve got to be perfect, you’ve got be morally perfect and have no sin","You’ve got to be like God, you’ve got to be perfect, you’ve got be morally perfect and have no sin",434848,nodeset15929,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'you', '’', 've', 'get', 'to', 'be', 'like', 'god', 'you', '’', 've', 'get', 'to', 'be', 'perfect', 'you', '’', 've', 'get', 'be', 'morally', 'perfect', 'and', 'have', 'no', 'sin']",28,,,,,,,,,god,sin,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
404,Theo Hobson : That’s what you're told to have and it’s literally impossible to do that,That’s what you're told to have and it’s literally impossible to do that,434855,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'that', '’', 'what', 'you', 're', 'tell', 'to', 'have', 'and', 'it', '’', 'literally', 'impossible', 'to', 'do', 'that']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
405,Theo Hobson : you're always in this tension,you're always in this tension,434862,nodeset15929,0,1,0,1,0,0,Theo,"['theo', 'hobson', 'you', 're', 'always', 'in', 'this', 'tension']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
406,Kehinde Andrews : So we may as well not believe,So we may as well not believe,434869,nodeset15929,1,0,1,0,0,0,Kehinde,"['kehinde', 'andrews', 'so', 'we', 'may', 'as', 'well', 'not', 'believe']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
407,Kehinde Andrews : Anarchy,Anarchy,434874,nodeset15929,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'anarchy']",3,,,,,,,,anarchy,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
408,Theo Hobson : No,no,22328,nodeset15929,0,1,0,1,1,0,Theo,"['theo', 'hobson', 'no']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
409,Theo Hobson : we’re told to…it’s God’s will that we live within this tension,we’re told to…it’s God’s will that we live within this tension,434886,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'we', '’', 're', 'tell', 'to', '…', 'it', '’', 'god', '’', 's', 'will', 'that', 'we', 'live', 'within', 'this', 'tension']",20,,,,,,,,,god,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
410,Kehinde Andrews : just to give you a concrete example of marriage,just to give you a concrete example of marriage,434893,nodeset15929,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'just', 'to', 'give', 'you', 'a', 'concrete', 'example', 'of', 'marriage']",11,,,,,,,,,marriage,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
411,"Kehinde Andrews : if I’m married and I got married in church and I think…I took particular vows in front of God, if I break those vows, should there not be consequences","if I’m married and I got married in church and I think…I took particular vows in front of God, if I break those vows, there should be consequences",434897,nodeset15929,0,1,0,1,0,0,Kehinde,"['kehinde', 'andrews', 'if', 'I', '’', 'm', 'marry', 'and', 'I', 'got', 'marry', 'in', 'church', 'and', 'I', 'think', '…', 'I', 'take', 'particular', 'vow', 'in', 'front', 'of', 'god', 'if', 'I', 'break', 'those', 'vow', 'should', 'there', 'not', 'be', 'consequence']",35,,,,,,,,,"marry,church,god",,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
412,"Theo Hobson : Well that…that’s between you and your partner, I suppose, really, yeah","Well that…that’s between you and your partner, I suppose, really, yeah",434902,nodeset15929,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'well', 'that', '…', 'that', '’', 'between', 'you', 'and', 'your', 'partner', 'I', 'suppose', 'really', 'yeah']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
413,"Theo Hobson : in the law of the land, you…there doesn’t have to be legal consequences","in the law of the land, you…there doesn’t have to be legal consequences",434907,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'in', 'the', 'law', 'of', 'the', 'land', 'you', '…', 'there', 'do', 'not', 'have', 'to', 'be', 'legal', 'consequence']",18,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
414,Kehinde Andrews : It’s a very loving theology here,It’s a very loving theology here,434914,nodeset15929,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'it', '’', 'a', 'very', 'loving', 'theology', 'here']",9,loving,,,,,,,,theology,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
415,Kehinde Andrews : I’ve seen more…far more strict readings of this,I’ve seen more…far more strict readings of this,434918,nodeset15929,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'I', '’', 've', 'see', 'more', '…', 'far', 'more', 'strict', 'reading', 'of', 'this']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
416,Kehinde Andrews : what’s the point of having rules if we don’t…if we just go and break them,there is no point of having rules if we don’t…if we just go and break them,434923,nodeset15929,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'what', '’', 'the', 'point', 'of', 'have', 'rule', 'if', 'we', 'don', '’', 't', '…', 'if', 'we', 'just', 'go', 'and', 'break', 'they']",22,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
417,Theo Hobson : Well Christianity’s pretty ambiguous about rules,Well Christianity’s pretty ambiguous about rules,434928,nodeset15929,0,1,0,1,0,0,Theo,"['theo', 'hobson', 'well', 'christianity', '’', 's', 'pretty', 'ambiguous', 'about', 'rule']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
418,Theo Hobson : It started by moving away from a set of rules that came with the Jewish religion that it came out of,It started by moving away from a set of rules that came with the Jewish religion that it came out of,434933,nodeset15929,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'it', 'start', 'by', 'move', 'away', 'from', 'a', 'set', 'of', 'rule', 'that', 'come', 'with', 'the', 'jewish', 'religion', 'that', 'it', 'come', 'out', 'of']",23,,,,,,,,,religion,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,"Theo Hobson : it said, look, these aren’t good enough","it said, look, these aren’t good enough",434940,nodeset15929,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'it', 'say', 'look', 'these', 'be', 'not', 'good', 'enough']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
420,Theo Hobson :  These hold us back,These hold us back,434947,nodeset15929,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'these', 'hold', 'we', 'back']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
421,"Theo Hobson : If you’re going to aim higher for a, sort of, perfectionism, you’re going to have to be critical of those rules","If you’re going to aim higher for a, sort of, perfectionism, you’re going to have to be critical of those rules",434954,nodeset15929,0,0,0,0,0,0,Theo,"['theo', 'hobson', 'if', 'you', '’', 're', 'go', 'to', 'aim', 'high', 'for', 'a', 'sort', 'of', 'perfectionism', 'you', '’', 're', 'go', 'to', 'have', 'to', 'be', 'critical', 'of', 'those', 'rule']",27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
422,"Kehinde Andrews : we can’t do it, so we should not bother","we can’t do it, so we should not bother",434959,nodeset15929,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'we', 'can', 'not', 'do', 'it', 'so', 'we', 'should', 'not', 'bother']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
423,Melanie Phillips : Can I bring this back to earth a bit more,I can bring this back to earth a bit more,434984,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'can', 'I', 'bring', 'this', 'back', 'to', 'earth', 'a', 'bit', 'more']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
424,"Melanie Phillips : It’s a very familiar scene that Labour politicians who campaign quite fiercely for comprehensive education, state education, educate their own children differently in private schools or in grammar schools","It’s a very familiar scene that Labour politicians who campaign quite fiercely for comprehensive education, state education, educate their own children differently in private schools or in grammar schools",434989,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'it', '’', 'a', 'very', 'familiar', 'scene', 'that', 'labour', 'politician', 'who', 'campaign', 'quite', 'fiercely', 'for', 'comprehensive', 'education', 'state', 'education', 'educate', 'their', 'own', 'child', 'differently', 'in', 'private', 'school', 'or', 'in', 'grammar', 'school']",32,child,,,,familiar,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
425,Melanie Phillips : What do you think of that,Theo Hobson thinks xxx of that,434993,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillip', 'what', 'do', 'you', 'think', 'of', 'that']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
426,"Melanie Phillips : are they being hypocritical or are they doing the best for their children, and that’s fine","they are being hypocritical or they are doing the best for their children, and that’s fine",434997,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'be', 'they', 'be', 'hypocritical', 'or', 'be', 'they', 'do', 'the', 'good', 'for', 'their', 'child', 'and', 'that', '’', 'fine']",19,child,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,"Theo Hobson : Yeah, they’re being mildly hypocritical","Yeah, they’re being mildly hypocritical",435004,nodeset15930,0,1,0,1,0,0,Theo,"['theo', 'hobson', 'yeah', 'they', '’', 're', 'be', 'mildly', 'hypocritical']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,"Theo Hobson : It shouldn’t, sort of, mean that they can’t be in public life or anything","It shouldn’t, sort of, mean that they can’t be in public life or anything",435011,nodeset15930,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'it', 'should', 'not', 'sort', 'of', 'mean', 'that', 'they', 'can', 'not', 'be', 'in', 'public', 'life', 'or', 'anything']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
429,Theo Hobson : there’s going to be an inevitable element of hypocrisy,there’s going to be an inevitable element of hypocrisy,435015,nodeset15930,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'there', '’', 's', 'go', 'to', 'be', 'an', 'inevitable', 'element', 'of', 'hypocrisy']",13,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
430,Melanie Phillips : it is right that they behave like that,it is/isn't right that politicians behave like that,435023,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'it', 'be', 'right', 'that', 'they', 'behave', 'like', 'that']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
431,"Theo Hobson : Well no, if they make a big fuss about the principle of state education, then it…then it’s obviously going against the principle if they don’t act on it","Well no, if politicians make a big fuss about the principle of state education, then it…then it’s obviously going against the principle if they don’t act on it",435028,nodeset15930,0,0,0,0,0,0,Theo,"['theo', 'hobson', 'well', 'no', 'if', 'they', 'make', 'a', 'big', 'fuss', 'about', 'the', 'principle', 'of', 'state', 'education', 'then', 'it', '…', 'then', 'it', '’', 's', 'obviously', 'go', 'against', 'the', 'principle', 'if', 'they', 'do', 'not', 'act', 'on', 'it']",35,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,Melanie Phillips : Right,Right,430207,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillip', 'right']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,Melanie Phillips : So that hypocrisy you think falls short,So that hypocrisy Theoo Hobson thinks falls short,435038,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'so', 'that', 'hypocrisy', 'you', 'think', 'fall', 'short']",9,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
434,Melanie Phillips : it’s not something that we should approve of,it’s not something that we should approve of,435044,nodeset15930,0,1,0,1,0,0,Melanie,"['melanie', 'phillips', 'it', '’', 'not', 'something', 'that', 'we', 'should', 'approve', 'of']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
435,Theo Hobson : It’s no ideal,It’s no ideal,435053,nodeset15930,0,0,0,0,0,0,Theo,"['theo', 'hobson', 'it', '’', 'no', 'ideal']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
436,Theo Hobson : some people might consider it a small matter compared to other things,some people might consider it a small matter compared to other things,435057,nodeset15930,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'some', 'people', 'might', 'consider', 'it', 'a', 'small', 'matter', 'compare', 'to', 'other', 'thing']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
437,"Theo Hobson : as the previous guest said, it’s up to voters to decide what counts as really bad hypocrisy","as the previous guest said, it’s up to voters to decide what counts as really bad hypocrisy",435061,nodeset15930,0,1,0,1,0,0,Theo,"['theo', 'hobson', 'as', 'the', 'previous', 'guest', 'say', 'it', '’', 'up', 'to', 'voter', 'to', 'decide', 'what', 'count', 'as', 'really', 'bad', 'hypocrisy']",20,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
438,Theo Hobson : I think everyone’s going to break a few rules if they’re in public life,Theo Hobson thinks everyone’s going to break a few rules if they’re in public life,435066,nodeset15930,0,1,0,1,0,0,Theo,"['theo', 'hobson', 'I', 'think', 'everyone', '’', 's', 'go', 'to', 'break', 'a', 'few', 'rule', 'if', 'they', '’', 're', 'in', 'public', 'life']",20,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
439,Theo Hobson : we all get parking fines or whatever,we all get parking fines or whatever,435071,nodeset15930,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'we', 'all', 'get', 'parking', 'fine', 'or', 'whatever']",9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
440,"Theo Hobson : Where do you draw the line between that and, you know, trying cannabis or something","You draw the line between that and, you know, trying cannabis or something at xxx",435078,nodeset15930,0,0,0,0,0,0,Theo,"['theo', 'hobson', 'where', 'do', 'you', 'draw', 'the', 'line', 'between', 'that', 'and', 'you', 'know', 'try', 'cannabis', 'or', 'something']",17,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
441,"Theo Hobson : it’s, you know, over the top to say the slightest in…breaking of the rules means you can’t be in public life","it’s, you know, over the top to say the slightest in…breaking of the rules means you can’t be in public life",435084,nodeset15930,0,0,0,0,0,0,Theo,"['theo', 'hobson', 'it', '’', 'you', 'know', 'over', 'the', 'top', 'to', 'say', 'the', 'slight', 'in', '…', 'break', 'of', 'the', 'rule', 'mean', 'you', 'can', 'not', 'be', 'in', 'public', 'life']",27,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
442,"Melanie Phillips : more generally, going away from education specifically, which in your view is the greater problem, the hypocrisy or the deed","more generally, going away from education specifically, in Theo Hobson's view the greater problem is the hypocrisy or the deed",435090,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillip', 'more', 'generally', 'go', 'away', 'from', 'education', 'specifically', 'which', 'in', 'your', 'view', 'be', 'the', 'great', 'problem', 'the', 'hypocrisy', 'or', 'the', 'deed']",22,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
443,"Melanie Phillips : When it comes to, say, drug taking, is it the hypocrisy of the politician who says one thing and does another, or is it the actual deed of the drug taking, the taking of a Class A drug and the harm that that does and the connivance therefore of the politician or public figure in that harm","When it comes to, say, drug taking, it is the hypocrisy of the politician who says one thing and does another, or it is the actual deed of the drug taking, the taking of a Class A drug and the harm that that does and the connivance therefore of the politician or public figure in that harm",435094,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'when', 'it', 'come', 'to', 'say', 'drug', 'taking', 'be', 'it', 'the', 'hypocrisy', 'of', 'the', 'politician', 'who', 'say', 'one', 'thing', 'and', 'do', 'another', 'or', 'be', 'it', 'the', 'actual', 'deed', 'of', 'the', 'drug', 'take', 'the', 'taking', 'of', 'a', 'class', 'a', 'drug', 'and', 'the', 'harm', 'that', 'that', 'do', 'and', 'the', 'connivance', 'therefore', 'of', 'the', 'politician', 'or', 'public', 'figure', 'in', 'that', 'harm']",59,,harm,,hypocrisy,,,,,,drug,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
444,Melanie Phillips : Which is the greater…I don’t wish to use the word ‘sin’ but you know what I mean,Which is the greater…I don’t wish to use the word ‘sin’ but you know what I mean,435099,nodeset15930,0,0,0,0,0,0,Melanie,"['melanie', 'phillips', 'which', 'be', 'the', 'great', '…', 'I', 'do', 'not', 'wish', 'to', 'use', 'the', 'word', 'sin', 'but', 'you', 'know', 'what', 'I', 'mean']",22,,,,,,,,,,sin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
445,Theo Hobson : neither is necessarily a deal breaker,neither is necessarily a deal breaker,435102,nodeset15930,0,1,0,1,0,0,Theo,"['theo', 'hobson', 'neither', 'be', 'necessarily', 'a', 'deal', 'breaker']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
446,Theo Hobson : it’s not the end of the world,it’s not the end of the world,435107,nodeset15930,0,1,0,0,0,1,Theo,"['theo', 'hobson', 'it', '’', 'not', 'the', 'end', 'of', 'the', 'world']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
447,"Theo Hobson : if someone has tried a Class A drug, I don’t think it means they should not be in public life","if someone has tried a Class A drug, I don’t think it means they should not be in public life",435111,nodeset15930,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'if', 'someone', 'have', 'try', 'a', 'class', 'a', 'drug', 'I', 'do', 'not', 'think', 'it', 'mean', 'they', 'should', 'not', 'be', 'in', 'public', 'life']",23,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
448,"Theo Hobson : an element of hypocrisy is on one hand necessary, that a politician has to uphold the law","an element of hypocrisy is on one hand necessary, that a politician has to uphold the law",435120,nodeset15930,0,1,0,1,0,1,Theo,"['theo', 'hobson', 'an', 'element', 'of', 'hypocrisy', 'be', 'on', 'one', 'hand', 'necessary', 'that', 'a', 'politician', 'have', 'to', 'uphold', 'the', 'law']",19,,,law,hypocrisy,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
